,time,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r6i1p1f2
774,2079-07-16,294.30014,294.43243,297.72577,294.7713,296.1169,295.40674
775,2079-08-16,295.2919,296.1538,294.91736,296.75723,296.9862,294.7081
776,2079-09-16,290.2909,293.5302,291.43555,291.76648,292.52115,291.21185
777,2079-10-16,287.05164,288.2234,290.28583,288.6174,289.94843,287.33984
778,2079-11-16,284.16943,283.39838,284.33347,281.86075,285.83688,285.98398
779,2079-12-16,281.39716,281.14938,281.20908,281.4308,282.10605,280.95148
780,2080-01-16,280.613,279.25098,280.4071,279.71252,280.84872,280.34677
781,2080-02-15,279.3982,279.03256,278.46503,277.1414,281.35626,279.8007
782,2080-03-16,280.4819,281.0072,281.9471,280.36963,282.38995,281.14484
783,2080-04-16,283.64694,282.2616,283.57483,282.13272,282.67355,282.57727
784,2080-05-16,289.27487,286.77667,286.3144,285.13782,285.21317,288.17264
785,2080-06-16,290.05475,294.09784,290.22452,289.15475,291.08664,292.5426
786,2080-07-16,295.89816,298.46002,295.5105,295.70084,293.53348,296.5242
787,2080-08-16,294.98865,295.7529,294.18463,297.6455,296.30457,295.5658
788,2080-09-16,292.97247,291.27255,292.96826,290.8981,293.31573,292.21445
789,2080-10-16,289.40576,289.3041,288.37228,287.54993,290.27103,287.48245
790,2080-11-16,285.0374,285.46652,285.71933,283.7818,283.1877,283.8749
791,2080-12-16,280.07877,279.6833,281.79642,283.2133,281.81317,281.7913
792,2081-01-16,279.58563,278.95538,280.69946,280.74908,280.71884,281.053
793,2081-02-15,280.44763,281.3771,277.00665,279.75055,280.33026,277.95578
794,2081-03-16,279.36813,281.08997,280.37454,280.38995,282.62085,280.0903
795,2081-04-16,281.7266,281.45935,281.7581,281.29108,281.95123,281.76685
796,2081-05-16,285.33496,287.71796,286.95532,285.36487,286.14734,288.09497
797,2081-06-16,291.14517,292.24463,290.5464,291.05768,291.28677,291.7053
798,2081-07-16,295.82294,294.15118,296.52585,292.99304,297.80573,297.69348
799,2081-08-16,296.4403,295.44382,299.65442,293.27695,295.94168,294.42212
800,2081-09-16,292.43997,293.2982,292.25693,292.9076,293.9722,290.8247
801,2081-10-16,290.01224,286.107,286.9121,286.1287,288.44745,287.92258
802,2081-11-16,285.5943,284.55695,282.27966,283.76578,284.27478,284.31375
803,2081-12-16,280.17725,280.9076,281.93683,280.37805,280.27643,283.1562
804,2082-01-16,279.935,280.74933,279.8654,278.26767,280.02127,279.6095
805,2082-02-15,280.95807,280.59497,280.6487,279.46664,279.49442,278.91208
806,2082-03-16,280.053,280.17554,280.0745,282.13467,281.21283,279.31775
807,2082-04-16,280.53217,282.96808,281.64987,282.13287,281.58383,283.1556
808,2082-05-16,286.37372,286.6367,287.39774,284.91623,285.35892,287.10355
809,2082-06-16,290.8298,291.32025,289.18088,290.0515,291.24176,293.8664
810,2082-07-16,295.84442,295.02365,294.51364,297.69205,297.1657,295.32227
811,2082-08-16,296.08057,296.45694,297.0029,296.71292,292.7175,293.4492
812,2082-09-16,291.58093,292.22885,292.47128,292.95547,292.2062,292.11984
813,2082-10-16,287.89062,287.88266,287.21674,287.79965,286.52573,289.02975
814,2082-11-16,283.75732,282.11722,284.3485,283.8837,283.6007,285.1164
815,2082-12-16,279.11588,280.23,283.10184,280.0433,281.32767,280.63046
816,2083-01-16,281.1575,280.42834,280.67792,279.65924,278.4073,279.51483
817,2083-02-15,281.21463,278.46408,278.78625,279.9865,278.97107,278.504
818,2083-03-16,282.52774,281.29526,281.01334,281.43652,278.68732,281.13583
819,2083-04-16,283.25162,281.82663,283.1052,281.19,281.87894,283.80835
820,2083-05-16,289.8362,284.08408,286.51038,286.30396,287.07718,285.56235
821,2083-06-16,294.19873,293.28238,291.11758,289.16852,292.54794,289.17532
822,2083-07-16,297.58282,296.45694,294.86307,295.79868,296.66388,293.36932
823,2083-08-16,296.71228,295.76797,294.4797,296.42886,294.2256,293.95892
824,2083-09-16,292.31265,291.56143,290.4411,292.36816,290.75305,291.37616
825,2083-10-16,288.89136,288.8342,287.77716,289.09653,288.18582,288.27518
826,2083-11-16,283.2282,283.44977,283.4582,283.19565,284.1349,284.9373
827,2083-12-16,279.96527,282.3637,280.43008,281.17804,280.9822,282.01138
828,2084-01-16,281.89893,280.2473,278.55725,280.61353,280.4439,279.10416
829,2084-02-15,281.4893,280.35394,281.11777,280.582,281.09064,278.51352
830,2084-03-16,280.34378,280.2088,282.2091,281.7159,281.02408,280.36996
831,2084-04-16,281.90063,283.85846,284.97653,283.31784,283.12457,286.24783
832,2084-05-16,286.84793,287.8309,286.99393,287.61548,285.05933,287.82892
833,2084-06-16,292.0212,289.57965,291.6357,292.03473,291.46298,291.59137
834,2084-07-16,294.2238,294.94812,296.41187,295.25906,296.35367,294.09964
835,2084-08-16,297.01447,295.54538,296.4277,296.3243,294.31628,296.5964
836,2084-09-16,292.64133,292.62506,293.2457,292.3385,292.5075,292.1052
837,2084-10-16,287.45486,286.37115,287.0383,289.5539,289.50168,287.2988
838,2084-11-16,282.51016,281.97144,282.4519,285.66342,283.49088,283.04028
839,2084-12-16,280.36133,281.59335,281.15717,282.92572,280.7487,281.10828
840,2085-01-16,280.6731,278.87216,279.59113,278.65408,277.26596,278.76755
841,2085-02-15,278.78262,279.1127,278.76962,279.5651,277.92007,280.90985
842,2085-03-16,280.5223,280.4241,279.41714,278.43338,279.51285,280.46597
843,2085-04-16,281.70074,283.3358,282.0262,282.64438,283.98343,283.4033
844,2085-05-16,285.09515,286.91623,287.44434,284.92776,286.41965,285.97827
845,2085-06-16,293.38254,292.9717,291.89706,288.04324,291.7647,291.5217
846,2085-07-16,296.44037,297.01114,294.03552,295.78583,298.03326,296.043
847,2085-08-16,296.99155,297.48157,296.42352,294.2586,296.59528,296.40997
848,2085-09-16,292.60165,294.1493,291.83957,292.12006,295.22162,292.93268
849,2085-10-16,286.50403,290.53183,288.90076,288.21683,288.88174,289.65445
850,2085-11-16,283.16788,284.76877,283.07962,284.32593,282.63403,285.73022
851,2085-12-16,282.81,282.79102,280.3702,280.37625,281.86792,280.94257
852,2086-01-16,281.51483,280.58353,278.74225,278.1374,280.28888,279.37112
853,2086-02-15,281.5204,279.4858,280.22318,280.1792,278.9969,278.85678
854,2086-03-16,282.32315,281.77023,280.2721,279.11237,278.65463,278.99277
855,2086-04-16,284.0741,285.28876,283.2319,280.80756,283.45026,283.04776
856,2086-05-16,286.595,287.3057,286.30704,284.47662,287.85294,289.12207
857,2086-06-16,291.20645,291.51822,288.8166,287.9056,291.60324,290.36798
858,2086-07-16,294.15408,295.23926,295.94745,296.09668,296.5433,295.00906
859,2086-08-16,297.06982,297.63376,298.15262,295.4047,294.91034,294.26776
860,2086-09-16,294.54276,292.9623,293.08612,294.1025,293.472,291.3691
861,2086-10-16,290.1112,287.29678,288.34717,287.2837,289.48184,287.26123
862,2086-11-16,281.8502,283.2755,284.4331,282.86716,284.2028,284.8843
863,2086-12-16,282.57498,281.15683,281.85507,280.10648,281.35077,283.08752
864,2087-01-16,278.58487,277.93198,280.38196,278.14816,278.1728,279.16248
865,2087-02-15,279.70966,281.24155,279.901,274.92722,278.66885,280.66333
866,2087-03-16,279.4802,282.64908,278.34186,278.77634,278.7149,281.31372
867,2087-04-16,283.65274,282.92654,282.94815,282.01398,281.48828,283.093
868,2087-05-16,286.335,285.35803,284.92642,287.86264,284.77753,284.79324
869,2087-06-16,290.07742,291.1476,293.2304,291.28598,289.64944,294.1209
870,2087-07-16,295.32846,293.1028,295.35956,293.8483,293.67297,293.63235
871,2087-08-16,296.69055,294.15363,294.47986,294.93463,295.10944,296.1717
872,2087-09-16,294.09988,291.49374,292.83664,292.4642,293.82098,292.0426
873,2087-10-16,290.1634,288.00797,289.97366,287.3483,289.0028,288.22803
874,2087-11-16,286.47565,284.57785,283.84683,281.97748,285.2378,283.49915
875,2087-12-16,282.60114,281.5247,282.4342,280.59964,278.8769,280.4307
876,2088-01-16,281.40305,279.3315,280.2862,278.84866,278.44565,280.49136
877,2088-02-15,281.33054,281.9318,279.4017,278.19543,277.95297,278.57385
878,2088-03-16,281.2597,280.81433,280.55487,278.54315,279.53525,280.13083
879,2088-04-16,283.3747,282.9093,281.97488,281.63882,284.65555,280.67416
880,2088-05-16,287.47736,285.65796,284.60803,285.69574,287.3768,285.4979
881,2088-06-16,290.44766,289.97583,290.15524,292.31763,294.18774,289.13806
882,2088-07-16,294.08356,293.00522,295.4816,294.97525,297.09784,293.60632
883,2088-08-16,294.3185,294.67868,297.55444,296.9464,296.58115,295.5715
884,2088-09-16,293.2117,293.83496,292.3234,293.88104,291.92145,290.70718
885,2088-10-16,289.0389,288.0825,287.3049,290.49057,288.11453,289.18866
886,2088-11-16,284.59003,285.0065,282.78964,285.09,285.7198,284.41553
887,2088-12-16,282.24887,280.90472,280.3853,281.33652,280.70145,281.86813
888,2089-01-16,281.53433,280.52747,277.60886,280.45462,280.9457,280.25696
889,2089-02-15,280.68866,278.42438,281.02155,280.10443,279.09543,281.18756
890,2089-03-16,281.80048,281.1338,280.51587,279.0526,280.31653,282.2292
891,2089-04-16,285.0828,282.47946,281.8187,282.90274,281.51953,283.5382
892,2089-05-16,287.20825,286.21143,287.32147,284.74344,286.9836,285.8351
893,2089-06-16,291.44174,291.6708,290.77185,291.8381,292.6853,290.77728
894,2089-07-16,296.7877,294.62808,294.76065,294.01227,296.48553,296.6265
895,2089-08-16,296.63327,294.99762,295.76398,293.91415,295.94122,295.54184
896,2089-09-16,292.9824,292.963,292.76855,293.01477,294.72964,292.28726
897,2089-10-16,287.70514,287.56125,287.8716,287.4126,289.3496,286.80234
898,2089-11-16,284.41232,283.31128,282.14258,285.58276,285.41956,285.02966
899,2089-12-16,281.827,282.37604,279.91254,280.8419,282.09763,281.26038
900,2090-01-16,282.35867,278.7442,281.1012,280.6782,281.2505,278.8792
901,2090-02-15,279.4334,278.35986,281.76752,281.95612,279.97455,280.3886
902,2090-03-16,280.50836,278.48685,281.99963,281.5472,280.77682,279.56445
903,2090-04-16,282.5657,282.1766,282.98196,283.65076,283.55902,283.1049
904,2090-05-16,287.70813,285.77826,287.4105,287.2591,290.68427,286.22906
905,2090-06-16,292.62003,291.81094,294.3009,293.46674,294.49356,291.86465
906,2090-07-16,296.89224,299.8097,295.8957,296.20734,294.54587,296.73627
907,2090-08-16,296.77698,295.00107,295.00443,294.97787,293.73874,295.1431
908,2090-09-16,295.804,289.80762,291.67197,293.02023,292.61386,294.35428
909,2090-10-16,287.42856,287.31177,289.3014,289.893,288.8084,291.31448
910,2090-11-16,283.47995,282.6457,284.65747,283.98343,283.7232,286.9762
911,2090-12-16,280.523,281.1141,283.3068,280.75867,281.78796,283.6895
912,2091-01-16,278.6099,279.50223,281.0268,282.34525,278.9913,283.24213
913,2091-02-15,279.09384,277.02502,279.3082,280.25366,276.49414,281.04007
914,2091-03-16,280.3403,278.1578,280.0924,281.49554,279.46512,278.16077
915,2091-04-16,280.91595,282.01434,282.62,283.72977,283.49243,282.57108
916,2091-05-16,288.81897,286.55484,287.3849,286.22043,288.42953,288.74316
917,2091-06-16,294.0811,293.65472,291.66818,294.0089,290.9943,292.48453
918,2091-07-16,295.15424,295.2597,295.6442,296.94788,297.0069,297.02536
919,2091-08-16,300.1649,295.49942,297.31686,297.6209,297.16565,297.2725
920,2091-09-16,293.52805,291.04535,293.0495,293.63773,292.76395,294.21536
921,2091-10-16,289.21426,288.239,287.27954,288.0066,287.87433,289.0793
922,2091-11-16,283.87814,285.1654,284.11343,284.18112,283.46344,283.28458
923,2091-12-16,281.93155,280.50705,281.06644,281.61237,280.88818,281.51572
924,2092-01-16,281.08435,278.45367,280.98804,281.1042,280.19012,281.2207
925,2092-02-15,279.35492,279.11108,280.18375,280.21854,279.72937,282.2002
926,2092-03-16,278.95367,279.75104,281.96466,279.36853,281.30423,280.97156
927,2092-04-16,284.51028,281.01532,284.90643,283.14273,284.92337,286.61526
928,2092-05-16,286.52606,286.2404,288.4177,289.56152,285.3203,289.25797
929,2092-06-16,292.45578,291.06003,292.9525,289.44565,296.3083,294.41522
930,2092-07-16,297.78156,295.77728,294.29782,296.45132,293.76944,295.631
931,2092-08-16,295.08014,298.34213,298.7378,298.38037,295.91565,299.49756
932,2092-09-16,292.77338,294.2926,292.47308,294.28616,292.73914,294.16574
933,2092-10-16,287.14343,289.07275,289.15582,287.42337,288.4322,287.04562
934,2092-11-16,282.87875,284.26306,286.05603,284.7296,284.1651,283.40826
935,2092-12-16,281.51395,283.03275,283.27045,280.87943,282.30237,282.32812
936,2093-01-16,279.31326,280.65787,279.4041,280.5794,280.83572,280.32428
937,2093-02-15,278.76443,276.6509,278.66245,278.69122,278.08087,281.4151
938,2093-03-16,281.58237,280.3362,281.5051,282.0709,280.9616,281.25177
939,2093-04-16,284.69418,282.81958,284.9021,282.984,284.96246,283.2052
940,2093-05-16,286.79675,286.03934,287.99426,288.9374,287.34094,286.99695
941,2093-06-16,294.6297,294.38065,291.81226,292.8981,294.2883,292.6444
942,2093-07-16,295.79907,297.93054,297.00333,294.9375,295.92764,297.5995
943,2093-08-16,296.06985,296.54376,297.42752,295.8645,298.81207,296.9555
944,2093-09-16,294.4969,294.01782,293.4457,294.20752,292.65845,294.03098
945,2093-10-16,288.66116,290.14923,289.8581,289.78937,290.1099,290.52933
946,2093-11-16,285.2757,284.35977,284.0265,286.0255,285.06064,284.6042
947,2093-12-16,281.64374,279.8272,282.6952,281.691,280.4595,282.6283
948,2094-01-16,281.67792,281.65338,280.62646,279.8429,279.30676,281.60455
949,2094-02-15,281.9331,279.31036,280.9786,279.0538,278.06738,281.02728
950,2094-03-16,281.42822,279.89365,279.95053,280.60132,278.25565,280.45718
951,2094-04-16,284.3732,282.2359,282.20444,286.9024,281.4986,282.86243
952,2094-05-16,286.03,285.58157,287.4229,286.35785,288.1136,286.18875
953,2094-06-16,291.84433,293.8141,291.5293,292.8539,291.82013,291.7114
954,2094-07-16,298.3345,294.85876,297.6697,297.5242,295.74747,298.00613
955,2094-08-16,298.00266,294.6238,297.058,297.43634,295.7965,294.9559
956,2094-09-16,291.4411,292.38525,292.8136,296.7327,294.5677,292.319
957,2094-10-16,288.46326,287.46133,286.2463,291.60065,289.28882,288.30588
958,2094-11-16,285.3819,282.7203,283.8663,287.10803,284.24948,285.9228
959,2094-12-16,282.7312,280.7261,281.33707,283.52377,281.20047,281.42578
960,2095-01-16,278.0365,280.03857,280.28723,281.33557,279.4024,282.83432
961,2095-02-15,280.67307,280.25934,280.24017,281.84497,279.35043,280.9825
962,2095-03-16,282.33545,280.9602,280.47144,280.52597,279.91287,280.0985
963,2095-04-16,287.36658,283.43863,282.2634,284.89465,281.7032,285.87137
964,2095-05-16,286.67746,287.0605,287.33438,286.85477,285.19598,289.45956
965,2095-06-16,294.3446,292.94666,291.32034,290.68634,292.2579,291.97876
966,2095-07-16,295.3123,297.6945,296.627,294.42435,299.4687,295.5147
967,2095-08-16,296.0892,295.4198,297.76083,297.13226,297.99164,296.55835
968,2095-09-16,292.15573,293.3223,293.04922,292.98093,292.1361,293.68027
969,2095-10-16,288.27936,287.8569,289.61386,290.13348,290.802,289.40295
970,2095-11-16,284.5212,285.2808,284.31607,284.60968,284.093,284.28204
971,2095-12-16,282.76825,281.24292,283.11008,282.7058,282.86203,282.3923
972,2096-01-16,281.51962,282.06247,280.15067,279.97375,280.96976,281.30267
973,2096-02-15,281.26886,281.0699,280.96994,278.3045,279.06052,281.68286
974,2096-03-16,280.37302,281.18823,282.1935,281.655,279.62064,282.1557
975,2096-04-16,282.84528,283.34485,282.4163,282.51834,282.36188,283.2456
976,2096-05-16,287.84634,287.21906,285.11633,286.2971,287.3713,287.4911
977,2096-06-16,294.8597,293.5335,290.1843,290.37503,290.46362,293.20682
978,2096-07-16,298.23575,295.42902,296.65457,294.4348,294.874,298.6012
979,2096-08-16,297.96683,295.38553,298.28702,297.43546,294.1102,297.4784
980,2096-09-16,294.07556,291.92404,294.33624,291.02762,293.60907,293.51797
981,2096-10-16,288.83426,287.98865,288.49146,288.9124,289.9631,290.12054
982,2096-11-16,284.32388,282.6208,284.32562,283.3638,284.20746,285.0567
983,2096-12-16,281.15845,282.89224,281.0571,281.31055,281.61475,282.26602
984,2097-01-16,282.6498,280.45288,279.90195,281.31302,279.24036,280.86987
985,2097-02-15,280.78253,279.87973,279.03723,281.36234,278.10635,279.91922
986,2097-03-16,280.6608,283.4752,281.45505,281.50427,281.3689,281.85742
987,2097-04-16,282.91354,283.46152,283.35074,284.70688,282.03848,284.6914
988,2097-05-16,288.0503,289.50122,289.8528,286.54428,286.7871,284.36624
989,2097-06-16,291.3916,292.46573,292.57874,293.2351,291.88586,293.51767
990,2097-07-16,296.11838,293.51254,296.89157,295.50577,294.7045,297.4023
991,2097-08-16,299.7085,297.06818,298.24585,297.64572,296.0934,297.8357
992,2097-09-16,293.41656,292.32318,292.6429,290.83908,292.7753,293.66202
993,2097-10-16,289.41217,287.48642,291.51593,287.36438,288.51422,288.3741
994,2097-11-16,284.65967,284.60013,283.88568,286.27417,285.133,285.49673
995,2097-12-16,283.21667,282.383,282.65073,281.72266,281.52722,280.20935
996,2098-01-16,280.56354,279.47433,282.6159,279.55872,280.17758,281.61786
997,2098-02-15,280.50092,281.111,281.91522,277.96573,282.00504,280.82513
998,2098-03-16,280.284,280.97855,282.09515,278.75327,281.9322,283.20926
999,2098-04-16,284.1924,283.11725,282.6989,282.55936,285.04535,284.1164
1000,2098-05-16,288.56424,287.10083,288.24194,285.0847,290.83557,290.06485
1001,2098-06-16,292.911,291.45346,290.8205,290.65335,293.3232,292.68536
1002,2098-07-16,296.24057,294.07663,295.6271,296.74948,295.906,295.15042
1003,2098-08-16,298.11157,296.8877,294.84924,296.51266,295.73816,297.12946
1004,2098-09-16,293.7311,293.2468,293.69336,292.58966,293.72095,293.40906
1005,2098-10-16,289.15686,290.13602,288.77664,286.32477,290.48203,287.3893
1006,2098-11-16,285.04367,286.16245,285.87466,282.2198,286.23703,284.13675
1007,2098-12-16,283.215,283.05304,283.11865,280.36334,283.36685,281.84424
1008,2099-01-16,281.38788,279.2422,279.38614,278.13766,281.4333,282.52078
1009,2099-02-15,280.0832,279.71497,279.84967,277.14557,281.56082,279.90146
1010,2099-03-16,280.83466,281.5853,282.71652,279.53558,281.96304,278.99002
1011,2099-04-16,284.51096,284.91656,283.47354,280.6065,283.3297,281.69058
1012,2099-05-16,287.8625,286.92297,285.8341,286.8101,286.4518,285.12067
1013,2099-06-16,295.00974,290.68497,290.10806,293.0602,294.7653,291.5912
1014,2099-07-16,298.09467,299.3661,297.82693,296.14694,296.73413,294.96167
1015,2099-08-16,299.4357,296.54172,295.89938,298.02744,296.1864,294.8094
1016,2099-09-16,293.57407,293.1881,293.08554,292.4198,290.96085,291.43942
1017,2099-10-16,287.55466,288.38022,288.38843,288.42944,289.65875,287.89566
1018,2099-11-16,284.76825,284.99747,285.30774,284.00186,284.33142,285.01556
1019,2099-12-16,282.3789,281.37183,282.43008,281.87662,280.27637,282.571
1020,2100-01-16,278.78973,279.10577,280.85428,280.1565,279.93732,280.6289
1021,2100-02-15,277.35284,279.65173,279.6318,280.838,279.97318,281.27264
1022,2100-03-16,278.40363,280.90518,280.9178,281.35385,280.08255,282.8085
1023,2100-04-16,282.65323,282.29178,285.30423,282.82175,286.7021,283.24707
1024,2100-05-16,287.81656,287.335,286.62485,285.61005,286.38004,288.21716
1025,2100-06-16,290.77878,292.4352,291.48407,292.774,291.4533,290.60446
1026,2100-07-16,296.64926,296.02264,298.65384,295.4989,293.98886,295.30252
1027,2100-08-16,299.90433,295.76804,298.14365,297.32233,297.62305,296.81366
1028,2100-09-16,293.67957,292.49536,293.04047,293.3896,293.40298,292.5744
1029,2100-10-16,287.75272,288.88303,289.10254,288.76688,288.61362,290.5554
1030,2100-11-16,283.13214,284.4724,286.03293,285.93002,285.04694,285.6036
1031,2100-12-16,282.72824,282.4033,282.8789,281.21622,283.03348,283.29532
